sep=,
DeviceTag:,Xsens DOT 1
FirmwareVersion:,2.2.1
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-12_15:43:44_533 CET
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
204,2083262898,115.582344,16.104433,-13.216557,0.060428,-0.002725,-0.079180,-15.936481,-6.800268,3.627242
205,2083279565,115.417999,16.081253,-13.349765,0.061214,-0.159039,-0.106647,-7.728635,-6.384582,3.462832
206,2083296232,115.384125,16.058113,-13.477209,0.093441,-0.290059,0.011925,-0.000563,-6.094223,3.307094
207,2083312899,115.424500,16.037868,-13.604892,0.181139,-0.418511,0.220478,4.458090,-6.182459,3.156734
208,2083329566,115.476753,16.023853,-13.737100,0.152533,-0.370062,0.284586,5.242966,-6.576459,2.936375
209,2083346233,115.499855,16.016579,-13.875164,0.188365,-0.195327,0.225890,3.591625,-7.053406,2.720677
210,2083362900,115.486893,16.016117,-14.015184,0.338090,-0.123376,0.107427,1.459803,-7.331790,2.400736
211,2083379567,115.462929,16.022032,-14.157011,0.451016,-0.058109,-0.054550,0.829435,-7.591657,2.096906
212,2083396234,115.460281,16.030256,-14.298332,0.516609,0.083416,-0.155073,2.102412,-7.625773,1.956971
213,2083412901,115.500534,16.043499,-14.439015,0.538058,0.084744,-0.107526,4.664784,-7.721077,1.669699
214,2083429568,115.538704,16.061949,-14.578980,0.631873,-0.098991,0.021476,4.531444,-7.816011,1.374563
215,2083446235,115.448883,16.087877,-14.725679,0.304056,-0.539123,0.306307,-3.034411,-8.359589,1.130458
216,2083462902,115.148399,16.124657,-14.884635,-0.053456,-0.545446,0.382527,-15.463827,-9.284653,0.815093
217,2083479569,114.695450,16.172541,-15.056272,-0.043975,-0.392335,0.168694,-24.391212,-10.239356,0.456887
218,2083496236,114.208549,16.234180,-15.234705,0.025303,-0.021035,0.140105,-26.304548,-10.947668,-0.216863
219,2083512903,113.771667,16.310020,-15.412285,0.100930,0.190381,0.169583,-23.304214,-11.253401,-1.104397
220,2083529570,113.419106,16.396935,-15.588517,0.062382,0.095788,0.165568,-18.255404,-11.443517,-1.823243
221,2083546237,113.148987,16.491714,-15.765203,-0.003872,0.024434,0.129867,-13.284308,-11.645466,-2.310409
222,2083562904,112.940887,16.594570,-15.941701,-0.099012,0.062331,0.061573,-9.550023,-11.815135,-2.811162
